Time Stamp,Region,Latitude,Longitude,Number of cases
3/16/2020,Alhambra,34.093042,-118.12706,2
3/16/2020,Arcadia,34.1362075,-118.0401497,1
3/16/2020,Beverly Hills,34.0696501,-118.3963062,1
3/16/2020,Boyle Heights,34.0436892,-118.2097684,5
3/16/2020,Carson,33.8322043,-118.2517547,1
3/16/2020,City,34.0536909,-118.2427666,2
3/16/2020,Diamond Bar,34.0286226,-117.8103367,2
3/16/2020,Encino,34.1591324,-118.5016166,3
3/16/2020,Gardena,33.8963593,-118.3053037,1
3/16/2020,Glendale,34.1469416,-118.2478471,2
3/16/2020,Glendora,34.1361187,-117.865339,1
3/16/2020,Granada Hills,34.2661558,-118.5174342,3
3/16/2020,Inglewood,33.9562003,-118.353132,2
3/16/2020,La Mirada,33.9060971,-118.0107092,2
3/16/2020,Lancaster,34.6981064,-118.1366153,1
3/16/2020,Manhattan Beach,33.8915985,-118.3951241,3
3/16/2020,Melrose,34.0536909,-118.2427666,2
3/16/2020,Northridge,34.2345615,-118.5369316,1
3/16/2020,San Dimas,34.1066756,-117.8067257,1
3/16/2020,San Pedro,33.7358518,-118.2922934,1
3/16/2020,Santa Monica,34.0194704,-118.4912273,1
3/16/2020,Sherman Oaks,34.1508718,-118.4489865,2
3/16/2020,Silverlake,34.092941,-118.2697155,1
3/16/2020,Tarzana,34.1714436,-118.5429789,5
3/16/2020,Torrance,33.8358492,-118.3406288,2
3/16/2020,Venice,33.995044,-118.4668875,1
3/16/2020,West Adams,34.0294356,-118.3524833,1
3/16/2020,West Hills,34.2032325,-118.645476,3
3/16/2020,West Hollywood,34.0923014,-118.3692894,5
3/16/2020,West Vernon,34.007135,-118.22525,1
3/16/2020,Westchester,33.9597349,-118.4006322,1
3/17/2020,Alhambra,34.093042,-118.12706,1
3/17/2020,Altadena,34.1863161,-118.1352329,1
3/17/2020,Arcadia,34.1362075,-118.0401497,1
3/17/2020,Baldwin Hills,34.0109887,-118.3370709,1
3/17/2020,Beverly Hills,34.0696501,-118.3963062,1
3/17/2020,Boyle Heights,34.0436892,-118.2097684,5
3/17/2020,Brentwood,34.0521403,-118.4740699,1
3/17/2020,Carson,33.8322043,-118.2517547,1
3/17/2020,Culver City,34.0211224,-118.3964665,2
3/17/2020,Diamond Bar,34.0286226,-117.8103367,2
3/17/2020,Eagle Rock,34.1366877,-118.2076796,1
3/17/2020,Encino,34.1591324,-118.5016166,5
3/17/2020,Gardena,33.8963593,-118.3053037,1
3/17/2020,Glendale,34.1469416,-118.2478471,3
3/17/2020,Granada Hills,34.2661558,-118.5174342,3
3/17/2020,Hollywood,34.0980031,-118.3295232,1
3/17/2020,Hollywood Hills,34.1311792,-118.3355474,2
3/17/2020,Inglewood,33.9562003,-118.353132,1
3/17/2020,La Mirada,33.9060971,-118.0107092,3
3/17/2020,Lynwood,33.924831,-118.2024154,1
3/17/2020,Manhattan Beach,33.8915985,-118.3951241,4
3/17/2020,Mar Vista,34.0037605,-118.4391641,1
3/17/2020,Melrose,34.0536909,-118.2427666,9
3/17/2020,Monterey Park,34.051522,-118.129807,1
3/17/2020,North Hollywood,34.1729044,-118.3740371,1
3/17/2020,Northridge,34.2345615,-118.5369316,1
3/17/2020,Reseda,34.2000784,-118.5369884,1
3/17/2020,San Dimas,34.1066756,-117.8067257,1
3/17/2020,San Pedro,33.7358518,-118.2922934,1
3/17/2020,Santa Clarita,34.3916641,-118.542586,2
3/17/2020,Santa Monica,34.0194704,-118.4912273,1
3/17/2020,Sherman Oaks,34.1508718,-118.4489865,2
3/17/2020,Silverlake,34.092941,-118.2697155,1
3/17/2020,Tarzana,34.1714436,-118.5429789,5
3/17/2020,Torrance,33.8358492,-118.3406288,1
3/17/2020,Venice,33.995044,-118.4668875,2
3/17/2020,West Adams,34.0294356,-118.3524833,1
3/17/2020,West Hills,34.2032325,-118.645476,3
3/17/2020,West Hollywood,34.0923014,-118.3692894,8
3/17/2020,West Vernon,34.007135,-118.22525,1
3/17/2020,Westchester,33.9597349,-118.4006322,2
3/17/2020,Woodland Hills,34.1684364,-118.6058382,2
3/18/2020,Alhambra,34.093042,-118.12706,1
3/18/2020,Arcadia,34.1362075,-118.0401497,2
3/18/2020,Baldwin Hills,34.0109887,-118.3370709,1
3/18/2020,Beverly Hills,34.0696501,-118.3963062,4
3/18/2020,Boyle Heights,34.0436892,-118.2097684,5
3/18/2020,Brentwood,34.0521403,-118.4740699,2
3/18/2020,Carson,33.8322043,-118.2517547,1
3/18/2020,Century Palms/Cove,34.062844,-118.415813,1
3/18/2020,Culver City,34.0211224,-118.3964665,2
3/18/2020,Diamond Bar,34.0286226,-117.8103367,2
3/18/2020,Eagle Rock,34.1366877,-118.2076796,1
3/18/2020,Encino,34.1591324,-118.5016166,6
3/18/2020,Gardena,33.8963593,-118.3053037,1
3/18/2020,Glendale,34.1469416,-118.2478471,4
3/18/2020,Granada Hills,34.2661558,-118.5174342,3
3/18/2020,Hollywood,34.0980031,-118.3295232,5
3/18/2020,Hollywood Hills,34.1311792,-118.3355474,2
3/18/2020,Inglewood,33.9562003,-118.353132,1
3/18/2020,La Mirada,33.9060971,-118.0107092,3
3/18/2020,Lynwood,33.924831,-118.2024154,1
3/18/2020,Manhattan Beach,33.8915985,-118.3951241,4
3/18/2020,Mar Vista,34.0037605,-118.4391641,1
3/18/2020,Melrose,34.0536909,-118.2427666,1
3/18/2020,Monterey Park,34.051522,-118.129807,2
3/18/2020,North Hollywood,34.1729044,-118.3740371,2
3/18/2020,Northridge,34.2345615,-118.5369316,1
3/18/2020,Reseda,34.2000784,-118.5369884,1
3/18/2020,San Dimas,34.1066756,-117.8067257,1
3/18/2020,San Pedro,33.7358518,-118.2922934,1
3/18/2020,Santa Clarita,34.3916641,-118.542586,2
3/18/2020,Santa Monica,34.0194704,-118.4912273,3
3/18/2020,Sherman Oaks,34.1508718,-118.4489865,4
3/18/2020,Silverlake,34.092941,-118.2697155,1
3/18/2020,Sylmar,34.3076252,-118.4492148,1
3/18/2020,Tarzana,34.1714436,-118.5429789,5
3/18/2020,Torrance,33.8358492,-118.3406288,2
3/18/2020,Venice,33.995044,-118.4668875,4
3/18/2020,Walnut,34.0202894,-117.8653386,1
3/18/2020,West Adams,34.0294356,-118.3524833,1
3/18/2020,West Hills,34.2032325,-118.645476,3
3/18/2020,West Hollywood,34.0923014,-118.3692894,11
3/18/2020,West Los Angeles,34.0463986,-118.448135,1
3/18/2020,West Vernon,34.007135,-118.22525,1
3/18/2020,Westchester,33.9597349,-118.4006322,2
3/18/2020,Woodland Hills,34.1684364,-118.6058382,3
3/19/2020,Alhambra,34.093042,-118.12706,2
3/19/2020,Arcadia,34.1362075,-118.0401497,2
3/19/2020,Baldwin Hills,34.0109887,-118.3370709,1
3/19/2020,Beverly Hills,34.0696501,-118.3963062,4
3/19/2020,Beverlywood,34.0459334,-118.39492,2
3/19/2020,Boyle Heights,34.0436892,-118.2097684,5
3/19/2020,Brentwood,34.0521403,-118.4740699,13
3/19/2020,Burbank,34.1816482,-118.3258554,1
3/19/2020,Calabasas,34.1446643,-118.6440973,1
3/19/2020,Carson,33.8322043,-118.2517547,1
3/19/2020,Castaic,34.4888822,-118.6228656,1
3/19/2020,Covina,34.1024,-117.854865,1
3/19/2020,Crestview,34.0621851,-118.4250119,1
3/19/2020,Culver City,34.0211224,-118.3964665,3
3/19/2020,Diamond Bar,34.0286226,-117.8103367,2
3/19/2020,Eagle Rock,34.1366877,-118.2076796,1
3/19/2020,East Los Angeles,34.0239015,-118.1720157,1
3/19/2020,Echo Park,34.0779819,-118.2567824,1
3/19/2020,Encino,34.1591324,-118.5016166,6
3/19/2020,Gardena,33.8963593,-118.3053037,1
3/19/2020,Glendale,34.1469416,-118.2478471,4
3/19/2020,Granada Hills,34.2661558,-118.5174342,4
3/19/2020,Hancock Park,34.0677881,-118.3325765,2
3/19/2020,Hawthorne,33.9188589,-118.3483256,1
3/19/2020,Hollywood,34.0980031,-118.3295232,5
3/19/2020,Hollywood Hills,34.1311792,-118.3355474,2
3/19/2020,Inglewood,33.9562003,-118.353132,2
3/19/2020,La Mirada,33.9060971,-118.0107092,3
3/19/2020,Lawndale,33.8885217,-118.3531991,1
3/19/2020,Lomita,33.8036545,-118.3195014,5
3/19/2020,Lynwood,33.924831,-118.2024154,1
3/19/2020,Manhattan Beach,33.8915985,-118.3951241,5
3/19/2020,Mar Vista,34.0037605,-118.4391641,1
3/19/2020,Melrose,34.0536909,-118.2427666,11
3/19/2020,Monterey Park,34.051522,-118.129807,2
3/19/2020,North Hollywood,34.1729044,-118.3740371,3
3/19/2020,Northridge,34.2345615,-118.5369316,1
3/19/2020,Pacific Palisades,34.0480643,-118.5264706,5
3/19/2020,Palms,34.0247328,-118.4116152,1
3/19/2020,Park LaBrea,34.077937,-118.380901,3
3/19/2020,Playa Vista,33.9760102,-118.4181654,1
3/19/2020,Reseda,34.2000784,-118.5369884,1
3/19/2020,San Dimas,34.1066756,-117.8067257,1
3/19/2020,San Pedro,33.7358518,-118.2922934,1
3/19/2020,Santa Clarita,34.3916641,-118.542586,3
3/19/2020,Santa Monica,34.0194704,-118.4912273,2
3/19/2020,Santa Monica Mountains,34.031132,-118.261507,2
3/19/2020,Sherman Oaks,34.1508718,-118.4489865,5
3/19/2020,South El Monte,34.0519548,-118.0467339,1
3/19/2020,Stevenson Ranch,34.3864721,-118.5826635,1
3/19/2020,Studio City,34.1483989,-118.3961877,3
3/19/2020,Sylmar,34.3076252,-118.4492148,1
3/19/2020,Tarzana,34.1714436,-118.5429789,5
3/19/2020,Torrance,33.8358492,-118.3406288,2
3/19/2020,Tujunga,34.252225,-118.2884105,1
3/19/2020,University Park,34.027449,-118.2839493,1
3/19/2020,Valley Glen,34.1826379,-118.4138666,1
3/19/2020,Van Nuys,34.1866193,-118.4486669,1
3/19/2020,Venice,33.995044,-118.4668875,4
3/19/2020,Vermont Knolls,33.9668188,-118.29167,1
3/19/2020,Walnut,34.0202894,-117.8653386,1
3/19/2020,West Adams,34.0294356,-118.3524833,1
3/19/2020,West Hills,34.2032325,-118.645476,3
3/19/2020,West Hollywood,34.0923014,-118.3692894,12
3/19/2020,West Los Angeles,34.0463986,-118.448135,2
3/19/2020,West Vernon,34.007135,-118.22525,1
3/19/2020,Westchester,33.9597349,-118.4006322,3
3/19/2020,Westwood,34.0561207,-118.4306347,2
3/19/2020,Whittier,33.9708782,-118.0308396,2
3/19/2020,Woodland Hills,34.1684364,-118.6058382,3
3/20/2020,Alhambra,34.093042,-118.12706,3
3/20/2020,Altadena,34.1863161,-118.1352329,2
3/20/2020,Arcadia,34.1362075,-118.0401497,2
3/20/2020,Baldwin Hills,34.0109887,-118.3370709,1
3/20/2020,Beverly Hills,34.0696501,-118.3963062,5
3/20/2020,Beverlywood,34.0459334,-118.39492,2
3/20/2020,Boyle Heights,34.0436892,-118.2097684,5
3/20/2020,Brentwood,34.0521403,-118.4740699,16
3/20/2020,Burbank,34.1816482,-118.3258554,1
3/20/2020,Calabasas,34.1446643,-118.6440973,1
3/20/2020,Carson,33.8322043,-118.2517547,3
3/20/2020,Castaic,34.4888822,-118.6228656,1
3/20/2020,Century City,34.0574263,-118.4147267,4
3/20/2020,Century Palms/Cove,34.062844,-118.415813,1
3/20/2020,Covina,34.1024,-117.854865,1
3/20/2020,Crestview,34.0621851,-118.4250119,1
3/20/2020,Culver City,34.0211224,-118.3964665,4
3/20/2020,Diamond Bar,34.0286226,-117.8103367,2
3/20/2020,Eagle Rock,34.1366877,-118.2076796,1
3/20/2020,East Los Angeles,34.0239015,-118.1720157,1
3/20/2020,Echo Park,34.0779819,-118.2567824,1
3/20/2020,El Segundo,33.917028,-118.4156337,1
3/20/2020,Encino,34.1591324,-118.5016166,8
3/20/2020,Gardena,33.8963593,-118.3053037,1
3/20/2020,Glendale,34.1469416,-118.2478471,4
3/20/2020,Granada Hills,34.2661558,-118.5174342,4
3/20/2020,Hancock Park,34.0677881,-118.3325765,2
3/20/2020,Hawthorne,33.9188589,-118.3483256,2
3/20/2020,Hollywood,34.0980031,-118.3295232,7
3/20/2020,Hollywood Hills,34.1311792,-118.3355474,2
3/20/2020,Inglewood,33.9562003,-118.353132,2
3/20/2020,La Mirada,33.9060971,-118.0107092,3
3/20/2020,Lake Balboa,34.1811656,-118.495236,1
3/20/2020,Lakewood,33.8503463,-118.1171914,1
3/20/2020,Lancaster,34.6981064,-118.1366153,3
3/20/2020,Lawndale,33.8885217,-118.3531991,1
3/20/2020,Lomita,33.8036545,-118.3195014,5
3/20/2020,Lynwood,33.924831,-118.2024154,1
3/20/2020,Manhattan Beach,33.8915985,-118.3951241,6
3/20/2020,Mar Vista,34.0037605,-118.4391641,3
3/20/2020,Melrose,34.0536909,-118.2427666,11
3/20/2020,Miracle Mile,34.008544,-118.133415,1
3/20/2020,Monterey Park,34.051522,-118.129807,2
3/20/2020,North Hollywood,34.1729044,-118.3740371,5
3/20/2020,Northridge,34.2345615,-118.5369316,1
3/20/2020,Pacific Palisades,34.0480643,-118.5264706,6
3/20/2020,Palms,34.0247328,-118.4116152,1
3/20/2020,Park La Brea,34.0674016,-118.3552363,4
3/20/2020,Playa Vista,33.9760102,-118.4181654,1
3/20/2020,Redondo Beach,33.8455911,-118.3886766,1
3/20/2020,Reseda,34.2000784,-118.5369884,2
3/20/2020,San Dimas,34.1066756,-117.8067257,1
3/20/2020,San Fernando,34.28497,-118.437652,1
3/20/2020,San Pedro,33.7358518,-118.2922934,1
3/20/2020,Santa Clarita,34.3916641,-118.542586,4
3/20/2020,Santa Monica,34.0194704,-118.4912273,4
3/20/2020,Santa Monica Mountains,34.031132,-118.261507,2
3/20/2020,Sherman Oaks,34.1508718,-118.4489865,6
3/20/2020,South El Monte,34.0519548,-118.0467339,1
3/20/2020,South Whittier,33.9435081,-118.0347827,1
3/20/2020,Stevenson Ranch,34.3864721,-118.5826635,1
3/20/2020,Studio City,34.1483989,-118.3961877,3
3/20/2020,Sylmar,34.3076252,-118.4492148,1
3/20/2020,Tarzana,34.1714436,-118.5429789,6
3/20/2020,Torrance,33.8358492,-118.3406288,2
3/20/2020,Tujunga,34.252225,-118.2884105,1
3/20/2020,University Park,34.027449,-118.2839493,1
3/20/2020,Valley Glen,34.1826379,-118.4138666,3
3/20/2020,Van Nuys,34.1866193,-118.4486669,1
3/20/2020,Venice,33.995044,-118.4668875,4
3/20/2020,Vermont Knolls,33.9668188,-118.29167,1
3/20/2020,Walnut,34.0202894,-117.8653386,2
3/20/2020,West Adams,34.0294356,-118.3524833,1
3/20/2020,West Hills,34.2032325,-118.645476,3
3/20/2020,West Hollywood,34.0923014,-118.3692894,15
3/20/2020,West Los Angeles,34.0463986,-118.448135,3
3/20/2020,West Vernon,34.007135,-118.22525,1
3/20/2020,Westchester,33.9597349,-118.4006322,3
3/20/2020,Westwood,34.0561207,-118.4306347,5
3/20/2020,Whittier,33.9708782,-118.0308396,2
3/20/2020,Winnetka,34.2058826,-118.570934,1
3/20/2020,Woodland Hills,34.1684364,-118.6058382,4
3/21/2020,Alhambra,34.093042,-118.12706,3
3/21/2020,Altadena,34.1863161,-118.1352329,3
3/21/2020,Arcadia,34.1362075,-118.0401497,2
3/21/2020,Baldwin Hills,34.0109887,-118.3370709,2
3/21/2020,Beverly Hills,34.0696501,-118.3963062,7
3/21/2020,Beverlywood,34.0459334,-118.39492,5
3/21/2020,Boyle Heights,34.0436892,-118.2097684,5
3/21/2020,Brentwood,34.0521403,-118.4740699,18
3/21/2020,Burbank,34.1816482,-118.3258554,1
3/21/2020,Calabasas,34.1446643,-118.6440973,1
3/21/2020,Carson,33.8322043,-118.2517547,3
3/21/2020,Castaic,34.4888822,-118.6228656,1
3/21/2020,Century City,34.0574263,-118.4147267,4
3/21/2020,Century Palms/Cove,34.062844,-118.415813,1
3/21/2020,Covina,34.1024,-117.854865,1
3/21/2020,Crestview,34.0621851,-118.4250119,4
3/21/2020,Culver City,34.0211224,-118.3964665,4
3/21/2020,Del Rey,33.9896527,-118.4243437,2
3/21/2020,Diamond Bar,34.0286226,-117.8103367,2
3/21/2020,Eagle Rock,34.1366877,-118.2076796,1
3/21/2020,East Los Angeles,34.0239015,-118.1720157,1
3/21/2020,Echo Park,34.0779819,-118.2567824,1
3/21/2020,El Segundo,33.917028,-118.4156337,2
3/21/2020,Encino,34.1591324,-118.5016166,1
3/21/2020,Gardena,33.8963593,-118.3053037,1
3/21/2020,Glendale,34.1469416,-118.2478471,5
3/21/2020,Granada Hills,34.2661558,-118.5174342,4
3/21/2020,Hancock Park,34.0677881,-118.3325765,4
3/21/2020,Hawthorne,33.9188589,-118.3483256,2
3/21/2020,Hollywood,34.0980031,-118.3295232,12
3/21/2020,Hollywood Hills,34.1311792,-118.3355474,2
3/21/2020,Inglewood,33.9562003,-118.353132,2
3/21/2020,La Canada Flintridge,34.1998302,-118.2005236,1
3/21/2020,La Mirada,33.9060971,-118.0107092,3
3/21/2020,La Verne,34.1008426,-117.7678355,1
3/21/2020,Lake Balboa,34.1811656,-118.495236,1
3/21/2020,Lakewood,33.8503463,-118.1171914,1
3/21/2020,Lancaster,34.6981064,-118.1366153,3
3/21/2020,Lawndale,33.8885217,-118.3531991,1
3/21/2020,Lomita,33.8036545,-118.3195014,7
3/21/2020,Lynwood,33.924831,-118.2024154,1
3/21/2020,Manhattan Beach,33.8915985,-118.3951241,7
3/21/2020,Mar Vista,34.0037605,-118.4391641,4
3/21/2020,Melrose,34.0536909,-118.2427666,12
3/21/2020,Miracle Mile,34.008544,-118.133415,1
3/21/2020,Montebello,34.0159398,-118.111975,1
3/21/2020,Monterey Park,34.051522,-118.129807,3
3/21/2020,North Hollywood,34.1729044,-118.3740371,5
3/21/2020,Northridge,34.2345615,-118.5369316,1
3/21/2020,Pacific Palisades,34.0480643,-118.5264706,7
3/21/2020,Palms,34.0247328,-118.4116152,1
3/21/2020,Park La Brea,34.0674016,-118.3552363,4
3/21/2020,Playa Vista,33.9760102,-118.4181654,2
3/21/2020,Redondo Beach,33.8455911,-118.3886766,2
3/21/2020,Reseda,34.2000784,-118.5369884,3
3/21/2020,San Dimas,34.1066756,-117.8067257,1
3/21/2020,San Fernando,34.28497,-118.437652,1
3/21/2020,San Pedro,33.7358518,-118.2922934,1
3/21/2020,Santa Clarita,34.3916641,-118.542586,4
3/21/2020,Santa Monica,34.0194704,-118.4912273,5
3/21/2020,Santa Monica Mountains,34.031132,-118.261507,3
3/21/2020,Sherman Oaks,34.1508718,-118.4489865,7
3/21/2020,Silverlake,34.092941,-118.2697155,3
3/21/2020,South El Monte,34.0519548,-118.0467339,1
3/21/2020,South Whittier,33.9435081,-118.0347827,1
3/21/2020,Stevenson Ranch,34.3864721,-118.5826635,1
3/21/2020,Studio City,34.1483989,-118.3961877,4
3/21/2020,Sun Valley,34.2175042,-118.3703576,1
3/21/2020,Sunland,34.2669466,-118.3023,1
3/21/2020,Sylmar,34.3076252,-118.4492148,1
3/21/2020,Tarzana,34.1714436,-118.5429789,7
3/21/2020,Torrance,33.8358492,-118.3406288,2
3/21/2020,Tujunga,34.252225,-118.2884105,1
3/21/2020,University Park,34.027449,-118.2839493,1
3/21/2020,Valley Glen,34.1826379,-118.4138666,6
3/21/2020,Van Nuys,34.1866193,-118.4486669,2
3/21/2020,Venice,33.995044,-118.4668875,6
3/21/2020,Vermont Knolls,33.9668188,-118.29167,1
3/21/2020,Vermont Vista,33.9419475,-118.2858138,1
3/21/2020,Vernon Central,34.007135,-118.22525,1
3/21/2020,Walnut,34.0202894,-117.8653386,1
3/21/2020,West Adams,34.0294356,-118.3524833,2
3/21/2020,West Covina,34.0686208,-117.9389526,1
3/21/2020,West Hills,34.2032325,-118.645476,4
3/21/2020,West Hollywood,34.0923014,-118.3692894,18
3/21/2020,West Los Angeles,34.0463986,-118.448135,3
3/21/2020,West Vernon,34.007135,-118.22525,2
3/21/2020,Westchester,33.9597349,-118.4006322,3
3/21/2020,Westlake,34.0629226,-118.2728204,1
3/21/2020,Westwood,34.0561207,-118.4306347,5
3/21/2020,Whittier,33.9708782,-118.0308396,2
3/21/2020,Winnetka,34.2058826,-118.570934,1
3/21/2020,Woodland Hills,34.1684364,-118.6058382,5
3/22/2020,Alhambra,34.093042,-118.12706,3
3/22/2020,Altadena,34.1863161,-118.1352329,3
3/22/2020,Arcadia,34.1362075,-118.0401497,2
3/22/2020,Athens,33.920407,-118.2790494,1
3/22/2020,Baldwin Hills,34.0109887,-118.3370709,3
3/22/2020,Bellflower,33.8825705,-118.1167679,1
3/22/2020,Beverly Hills,34.0696501,-118.3963062,8
3/22/2020,Beverlywood,34.0459334,-118.39492,6
3/22/2020,Boyle Heights,34.0436892,-118.2097684,5
3/22/2020,Brentwood,34.0521403,-118.4740699,23
3/22/2020,Burbank,34.1816482,-118.3258554,2
3/22/2020,Calabasas,34.1446643,-118.6440973,2
3/22/2020,Canoga Park,34.2010776,-118.5978259,1
3/22/2020,Carson,33.8322043,-118.2517547,4
3/22/2020,Castaic,34.4888822,-118.6228656,1
3/22/2020,Century City,34.0574263,-118.4147267,4
3/22/2020,Century Palms/Cove,34.062844,-118.415813,1
3/22/2020,Covina,34.1024,-117.854865,1
3/22/2020,Crestview,34.0621851,-118.4250119,5
3/22/2020,Culver City,34.0211224,-118.3964665,4
3/22/2020,Del Rey,33.9896527,-118.4243437,2
3/22/2020,Diamond Bar,34.0286226,-117.8103367,2
3/22/2020,Eagle Rock,34.1366877,-118.2076796,1
3/22/2020,East Hollywood,34.0904277,-118.2966254,1
3/22/2020,East Los Angeles,34.0239015,-118.1720157,2
3/22/2020,Echo Park,34.0779819,-118.2567824,1
3/22/2020,El Segundo,33.917028,-118.4156337,1
3/22/2020,Encino,34.1591324,-118.5016166,1
3/22/2020,Gardena,33.8963593,-118.3053037,1
3/22/2020,Glendale,34.1469416,-118.2478471,6
3/22/2020,Glendora,34.1361187,-117.865339,1
3/22/2020,Granada Hills,34.2661558,-118.5174342,4
3/22/2020,Hancock Park,34.0677881,-118.3325765,5
3/22/2020,Hawthorne,33.9188589,-118.3483256,2
3/22/2020,Hollywood,34.0980031,-118.3295232,12
3/22/2020,Hollywood Hills,34.1311792,-118.3355474,5
3/22/2020,Inglewood,33.9562003,-118.353132,3
3/22/2020,La Canada Flintridge,34.1998302,-118.2005236,1
3/22/2020,La Mirada,33.9060971,-118.0107092,3
3/22/2020,La Verne,34.1008426,-117.7678355,2
3/22/2020,Lake Balboa,34.1811656,-118.495236,1
3/22/2020,Lakewood,33.8503463,-118.1171914,1
3/22/2020,Lancaster,34.6981064,-118.1366153,4
3/22/2020,Lawndale,33.8885217,-118.3531991,1
3/22/2020,Lomita,33.8036545,-118.3195014,8
3/22/2020,Los Feliz,34.1100408,-118.2889236,1
3/22/2020,Lynwood,33.924831,-118.2024154,2
3/22/2020,Manhattan Beach,33.8915985,-118.3951241,7
3/22/2020,Mar Vista,34.0037605,-118.4391641,5
3/22/2020,Melrose,34.0536909,-118.2427666,17
3/22/2020,Miracle Mile,34.008544,-118.133415,4
3/22/2020,Monterey Park,34.051522,-118.129807,3
3/22/2020,North Hollywood,34.1729044,-118.3740371,5
3/22/2020,Northridge,34.2345615,-118.5369316,1
3/22/2020,Pacific Palisades,34.0480643,-118.5264706,7
3/22/2020,Palms,34.0247328,-118.4116152,1
3/22/2020,Paramount,33.898917,-118.171005,1
3/22/2020,Park La Brea,34.0674016,-118.3552363,4
3/22/2020,Playa Vista,33.9760102,-118.4181654,2
3/22/2020,Rancho Palos Verdes,33.7483311,-118.3707683,1
3/22/2020,Redondo Beach,33.8455911,-118.3886766,4
3/22/2020,Reseda,34.2000784,-118.5369884,2
3/22/2020,San Dimas,34.1066756,-117.8067257,1
3/22/2020,San Fernando,34.28497,-118.437652,1
3/22/2020,San Pedro,33.7358518,-118.2922934,1
3/22/2020,Santa Clarita,34.3916641,-118.542586,4
3/22/2020,Santa Monica,34.0194704,-118.4912273,7
3/22/2020,Santa Monica Mountains,34.031132,-118.261507,2
3/22/2020,Sherman Oaks,34.1508718,-118.4489865,7
3/22/2020,Silverlake,34.092941,-118.2697155,3
3/22/2020,South El Monte,34.0519548,-118.0467339,1
3/22/2020,South Gate,33.9463456,-118.200981,1
3/22/2020,South Whittier,33.9435081,-118.0347827,1
3/22/2020,Stevenson Ranch,34.3864721,-118.5826635,1
3/22/2020,Studio City,34.1483989,-118.3961877,4
3/22/2020,Sun Valley,34.2175042,-118.3703576,1
3/22/2020,Sunland,34.2669466,-118.3023,1
3/22/2020,Sylmar,34.3076252,-118.4492148,1
3/22/2020,Tarzana,34.1714436,-118.5429789,8
3/22/2020,Temple,34.0536909,-118.2427666,1
3/22/2020,Torrance,33.8358492,-118.3406288,3
3/22/2020,Tujunga,34.252225,-118.2884105,1
3/22/2020,University Park,34.027449,-118.2839493,1
3/22/2020,Valley Glen,34.1826379,-118.4138666,6
3/22/2020,Van Nuys,34.1866193,-118.4486669,2
3/22/2020,Venice,33.995044,-118.4668875,7
3/22/2020,Vermont Knolls,33.9668188,-118.29167,1
3/22/2020,Vermont Vista,33.9419475,-118.2858138,1
3/22/2020,Vernon Central,34.007135,-118.22525,1
3/22/2020,Walnut,34.0202894,-117.8653386,1
3/22/2020,West Adams,34.0294356,-118.3524833,1
3/22/2020,West Covina,34.0686208,-117.9389526,1
3/22/2020,West Hills,34.2032325,-118.645476,4
3/22/2020,West Hollywood,34.0923014,-118.3692894,19
3/22/2020,West Los Angeles,34.0463986,-118.448135,3
3/22/2020,West Vernon,34.007135,-118.22525,2
3/22/2020,Westchester,33.9597349,-118.4006322,3
3/22/2020,Westlake,34.0629226,-118.2728204,1
3/22/2020,Westwood,34.0561207,-118.4306347,5
3/22/2020,Whittier,33.9708782,-118.0308396,2
3/22/2020,Winnetka,34.2058826,-118.570934,1
3/22/2020,Woodland Hills,34.1684364,-118.6058382,5
3/23/2020,Agoura Hills,34.14791,-118.7657042,1
3/23/2020,Alhambra,34.093042,-118.12706,4
3/23/2020,Altadena,34.1863161,-118.1352329,5
3/23/2020,Arcadia,34.1362075,-118.0401497,3
3/23/2020,Athens,33.920407,-118.2790494,1
3/23/2020,Baldwin Hills,34.0109887,-118.3370709,3
3/23/2020,Bellflower,33.8825705,-118.1167679,3
3/23/2020,Beverly Hills,34.0696501,-118.3963062,12
3/23/2020,Beverlywood,34.0459334,-118.39492,7
3/23/2020,Boyle Heights,34.0436892,-118.2097684,5
3/23/2020,Brentwood,34.0521403,-118.4740699,27
3/23/2020,Burbank,34.1816482,-118.3258554,2
3/23/2020,Calabasas,34.1446643,-118.6440973,3
3/23/2020,Canoga Park,34.2010776,-118.5978259,2
3/23/2020,Carson,33.8322043,-118.2517547,6
3/23/2020,Castaic,34.4888822,-118.6228656,1
3/23/2020,Century City,34.0574263,-118.4147267,4
3/23/2020,Century Palms/Cove,34.062844,-118.415813,1
3/23/2020,Covina,34.1024,-117.854865,1
3/23/2020,Crestview,34.0621851,-118.4250119,6
3/23/2020,Culver City,34.0211224,-118.3964665,5
3/23/2020,Del Rey,33.9896527,-118.4243437,2
3/23/2020,Diamond Bar,34.0286226,-117.8103367,2
3/23/2020,Duarte,34.1394513,-117.9772873,1
3/23/2020,Eagle Rock,34.1366877,-118.2076796,2
3/23/2020,East Hollywood,34.0904277,-118.2966254,1
3/23/2020,East Los Angeles,34.0239015,-118.1720157,2
3/23/2020,Echo Park,34.0779819,-118.2567824,2
3/23/2020,El Segundo,33.917028,-118.4156337,1
3/23/2020,Encino,34.1591324,-118.5016166,10
3/23/2020,Exposition Park,34.013654,-118.2872106,1
3/23/2020,Florence,33.9741588,-118.2432856,1
3/23/2020,Gardena,33.8963593,-118.3053037,1
3/23/2020,Glendale,34.1469416,-118.2478471,9
